
央卫iptv6,#genre#❤❤❤
湖南卫视,http://120.77.28.4:8648/mgu.php?id=hunws
江西卫视,http://120.77.28.4:8648/mgu.php?id=jxws
江苏卫视,http://120.77.28.4:8648/mgu.php?id=jsws
东南卫视,http://120.77.28.4:8648/mgu.php?id=dnws
重庆卫视,http://120.77.28.4:8648/mgu.php?id=cqws
吉林卫视,http://120.77.28.4:8648/mgu.php?id=jlws
辽宁卫视,http://120.77.28.4:8648/mgu.php?id=lnws
宁夏卫视,http://120.77.28.4:8648/mgu.php?id=nxws
甘肃卫视,http://120.77.28.4:8648/mgu.php?id=gsws
青海卫视,http://120.77.28.4:8648/mgu.php?id=qhws
陕西卫视,http://120.77.28.4:8648/mgu.php?id=sxws
山东卫视,http://120.77.28.4:8648/mgu.php?id=sdws
海峡卫视,http://120.77.28.4:8648/mgu.php?id=hxws
广东卫视,http://120.77.28.4:8648/mgu.php?id=gdws
大湾区卫视,http://120.77.28.4:8648/mgu.php?id=dwqws
广西卫视,http://120.77.28.4:8648/mgu.php?id=gxws
云南卫视,http://120.77.28.4:8648/mgu.php?id=ynws
贵州卫视,http://120.77.28.4:8648/mgu.php?id=gzws
新疆卫视,http://120.77.28.4:8648/mgu.php?id=xjws
西藏卫视,http://120.77.28.4:8648/mgu.php?id=xzws
海南卫视,http://120.77.28.4:8648/mgu.php?id=hinws
内蒙古卫视,http://120.77.28.4:8648/mgu.php?id=nmws
山东教育卫视,http://120.77.28.4:8648/mgu.php?id=sdjy
CHC家庭影院,http://120.77.28.4:8648/mgu.php?id=jtyy
CHC动作电影,http://120.77.28.4:8648/mgu.php?id=dzdy
CGTN,http://120.77.28.4:8648/mgu.php?id=cgtn
CGTN纪录,http://120.77.28.4:8648/mgu.php?id=cgtnjl
东方影视,http://120.77.28.4:8648/mgu.php?id=dfys
上海新闻综合,http://120.77.28.4:8648/mgu.php?id=shxwzh
第一财经,http://120.77.28.4:8648/mgu.php?id=dycj
上海纪实人文,http://120.77.28.4:8648/mgu.php?id=shjsrw
上海外语,http://120.77.28.4:8648/mgu.php?id=shics
法治天地,http://120.77.28.4:8648/mgu.php?id=fztd
欢笑剧场,http://120.77.28.4:8648/mgu.php?id=hxjc
乐游HD,http://120.77.28.4:8648/mgu.php?id=ly
魅力足球,http://120.77.28.4:8648/mgu.php?id=mlzq
劲爆体育,http://120.77.28.4:8648/mgu.php?id=jbty
游戏风云,http://120.77.28.4:8648/mgu.php?id=yxfy
七彩戏剧,http://120.77.28.4:8648/mgu.php?id=qcxj
江苏城市,http://120.77.28.4:8648/mgu.php?id=jscs
江苏影视,http://120.77.28.4:8648/mgu.php?id=jsys
江苏综艺,http://120.77.28.4:8648/mgu.php?id=jszy
江苏新闻,http://120.77.28.4:8648/mgu.php?id=jsxw
江苏教育,http://120.77.28.4:8648/mgu.php?id=jsjy
江苏国际,http://120.77.28.4:8648/mgu.php?id=jsgj
江苏体育休闲,http://120.77.28.4:8648/mgu.php?id=jstyxx
优漫卡通,http://120.77.28.4:8648/mgu.php?id=ymkt
南京新闻综合,http://120.77.28.4:8648/mgu.php?id=njxwzh
南京教科,http://120.77.28.4:8648/mgu.php?id=njjk
南京十八,http://120.77.28.4:8648/mgu.php?id=njsb
淮安新闻综合,http://120.77.28.4:8648/mgu.php?id=haxwzh
连云港新闻综合,http://120.77.28.4:8648/mgu.php?id=lygxwzh
苏州新闻综合,http://120.77.28.4:8648/mgu.php?id=szxwzh
泰州新闻综合,http://120.77.28.4:8648/mgu.php?id=tzl
徐州新闻综合,http://120.77.28.4:8648/mgu.php?id=xzxwzh
宿迁新闻综合,http://120.77.28.4:8648/mgu.php?id=sqxwzh
广东影视,http://120.77.28.4:8648/mgu.php?id=gdys
嘉佳卡通,http://120.77.28.4:8648/mgu.php?id=jjkt
中央新影-老故事,http://120.77.28.4:8648/mgu.php?id=lgs
中央新影-发现之旅,http://120.77.28.4:8648/mgu.php?id=fxzl
中央新影-中学生,http://120.77.28.4:8648/mgu.php?id=zxs
经典动画大集合,http://120.77.28.4:8648/mgu.php?id=jddh
金鹰纪实,http://120.77.28.4:8648/mgu.php?id=jyjs
新片放映厅,http://120.77.28.4:8648/mgu.php?id=xpfyt
红色轮播台,http://120.77.28.4:8648/mgu.php?id=hslbt
高清大片,http://120.77.28.4:8648/mgu.php?id=gqdp
玫瑰轮播台,http://120.77.28.4:8648/mgu.php?id=mglbt
热剧联播,http://120.77.28.4:8648/mgu.php?id=rjlb
经典香港电影,http://120.77.28.4:8648/mgu.php?id=jdxgdy
军事迷必看大片,http://120.77.28.4:8648/mgu.php?id=jsdp
历届春晚回顾,http://120.77.28.4:8648/mgu.php?id=ljcwhg
华语乐坛最强音,http://120.77.28.4:8648/mgu.php?id=hyyt
周杰伦现场,http://120.77.28.4:8648/mgu.php?id=zjlxc
最强综艺趴,http://120.77.28.4:8648/mgu.php?id=zqzyp
四海钓鱼,http://120.77.28.4:8648/mgu.php?id=shdy
掼蛋精英赛,http://120.77.28.4:8648/mgu.php?id=gdjys
CBA经典,http://120.77.28.4:8648/mgu.php?id=cbajd
NBA经典,http://120.77.28.4:8648/mgu.php?id=nbajd
UFC格斗精选,http://120.77.28.4:8648/mgu.php?id=ufcgdjx
和平精英赛事,http://120.77.28.4:8648/mgu.php?id=hpjxss
英雄联盟赛事,http://120.77.28.4:8648/mgu.php?id=yxlmss
咪咕24小时体育,http://120.77.28.4:8648/mgu.php?id=mg24hty
欧洲足球风云,http://120.77.28.4:8648/mgu.php?id=ozzqfy
全民乒乓,http://120.77.28.4:8648/mgu.php?id=qmpp
赛事最经典,http://120.77.28.4:8648/mgu.php?id=sszjd
体坛名栏汇,http://120.77.28.4:8648/mgu.php?id=ttmlh
五大联赛经典,http://120.77.28.4:8648/mgu.php?id=wdlsjd
熊猫0,http://120.77.28.4:8648/mgu.php?id=xmpd 
熊猫1,http://120.77.28.4:8648/mgu.php?id=xm1
熊猫2,http://120.77.28.4:8648/mgu.php?id=xm2
熊猫3,http://120.77.28.4:8648/mgu.php?id=xm3 
熊猫4,http://120.77.28.4:8648/mgu.php?id=xm4
熊猫5,http://120.77.28.4:8648/mgu.php?id=xm5 
熊猫6,http://120.77.28.4:8648/mgu.php?id=xm6
熊猫7,http://120.77.28.4:8648/mgu.php?id=xm7 
熊猫8,http://120.77.28.4:8648/mgu.php?id=xm8 
熊猫9,http://120.77.28.4:8648/mgu.php?id=xm9 
熊猫10,http://120.77.28.4:8648/mgu.php?id=xm10
数字综合,#genre#
北京淘精彩,http://114.254.189.28:9999/udp/239.3.1.178:8001
北京萌宠TV,http://114.254.189.28:9999/udp/239.3.1.102:8001
北京淘Baby,http://114.254.189.28:9999/udp/239.3.1.238:8001
北京淘剧场,http://114.254.189.28:9999/udp/239.3.1.95:8001
北京淘电影,http://114.254.189.28:9999/udp/239.3.1.250:8001
北京淘娱乐,http://114.254.189.28:9999/udp/239.3.1.100:8001
上海纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
CCTV电视指南,http://113.87.0.252:5000/udp/239.253.43.10:5146
CCTV电视指南,http://113.87.0.252:5000/udp/239.253.43.19:5146
CCTV第一剧场,http://113.87.0.252:5000/udp/239.253.43.15:5146
CCTV第一剧场,http://113.87.0.252:5000/udp/239.253.43.28:5146
CCTV怀旧剧场,http://113.87.0.252:5000/udp/239.253.43.5:5146
CCTV怀旧剧场,http://113.87.0.252:5000/udp/239.253.43.25:5146
CCTV风云剧场,http://113.87.0.252:5000/udp/239.253.43.16:5146
CCTV风云剧场,http://113.87.0.252:5000/udp/239.253.43.26:5146
CCTV风云音乐,http://113.87.0.252:5000/udp/239.253.43.6:5146
CCTV风云音乐,http://113.87.0.252:5000/udp/239.253.43.29:5146
CCTV风云足球,http://113.87.0.252:5000/udp/239.253.43.14:5146
CCTV风云足球,http://113.87.0.252:5000/udp/239.253.43.20:5146
CCTV文化精品,http://113.87.0.252:5000/udp/239.253.43.13:5146
CCTV文化精品,http://113.87.0.252:5000/udp/239.253.43.27:5146
CCTV兵器科技,http://113.87.0.252:5000/udp/239.253.43.9:5146
CCTV兵器科技,http://113.87.0.252:5000/udp/239.253.43.18:5146
CCTV女性时尚,http://113.87.0.252:5000/udp/239.253.43.8:5146
CCTV女性时尚,http://113.87.0.252:5000/udp/239.253.43.23:5146
CCTV世界地理,http://113.87.0.252:5000/udp/239.253.43.7:5146
CCTV世界地理,http://113.87.0.252:5000/udp/239.253.43.24:5146
CCTV央视台球,http://113.87.0.252:5000/udp/239.253.43.11:5146
CCTV央视台球,http://113.87.0.252:5000/udp/239.253.43.21:5146
CCTV高尔夫网球,http://113.87.0.252:5000/udp/239.253.43.12:5146
CCTV高尔夫网球,http://113.87.0.252:5000/udp/239.253.43.22:5146
CCTV4K,http://ysp.petrel-live.xyz/ysptp/cctv4k_10m.m3u8
CCTV4K,http://ysp.petrel-live.xyz/ysptp/cctv4k.m3u8
CCTV4K,http://113.96.179.241/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.168/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.196/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.230/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://27.222.3.238/liveali-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV8K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K36M/playlist.m3u8
CCTV8K,http://27.222.3.196/liveali-tp4k.cctv.cn/live/4K36M/playlist.m3u8
CCTV8K,http://27.222.3.230/liveali-tp4k.cctv.cn/live/4K36M/playlist.m3u8
CCTV8K,http://47.238.212.38:28160/ysptp/cctv8k_36m.m3u8
CCTV8K,http://47.238.212.38:28160/ysptp/cctv8k_120m.m3u8
CCTV16 4K,http://18.162.122.10:5000/itv/bestzb/5000000008000023254
CCTV16 4K,http://ysp.petrel-live.xyz/ysptp/cctv4k16_10m.m3u8
CCTV16 4K,http://ysp.petrel-live.xyz/ysptp/cctv4k16.m3u8
CCTV16 4K,http://eastscreen.tv/ooooo.php?id=CCTV16-4k
华数 4K,http://18.162.122.10:5000/itv/wasusyt/6000000003000004748
纯享 4K,http://18.162.122.10:5000/itv/ystenlive/1000000004000011651
咪咕4K 1,http://18.162.122.10:5000/itv/FifastbLive/3000000010000005180
咪咕4K 2,http://18.162.122.10:5000/itv/FifastbLive/3000000010000015686
咪咕4K-1,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3
咪咕4K-2,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=3
咪咕4K 欧洲杯 1,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive01
咪咕4K 欧洲杯 2,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive02
咪咕4K 欧洲杯 3,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive03
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
重温经典,http://creo.petrel-live.xyz/live/cq69tv.php?id=cwjd
CHC影迷电影,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC动作电影,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC家庭电影,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8
CHC影迷电影,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC动作电影,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC家庭电影,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8
求索生活,http://18.162.122.10:5000/itv/wasusyt/6000000002000003382
求索纪录,http://18.162.122.10:5000/itv/wasusyt/6000000002000032052
求索动物,http://18.162.122.10:5000/itv/wasusyt/6000000002000010046
求索科学,http://18.162.122.10:5000/itv/wasusyt/6000000002000032344
iHOT 爱电竞,http://18.162.122.10:5000/itv/wasusyt/6000000006000230630
iHOT 爱谍战,http://18.162.122.10:5000/itv/wasusyt/6000000006000070630
iHOT 爱动漫,http://18.162.122.10:5000/itv/wasusyt/6000000006000280630
iHOT 爱都市,http://18.162.122.10:5000/itv/wasusyt/6000000006000080630
iHOT 爱怀旧,http://18.162.122.10:5000/itv/wasusyt/6000000006000260630
iHOT 爱经典,http://18.162.122.10:5000/itv/wasusyt/6000000006000060630
iHOT 爱科幻,http://18.162.122.10:5000/itv/wasusyt/6000000006000020630
iHOT 爱科学,http://18.162.122.10:5000/itv/wasusyt/6000000006000160630
iHOT 爱浪漫,http://18.162.122.10:5000/itv/wasusyt/6000000006000040630
iHOT 爱历史,http://18.162.122.10:5000/itv/wasusyt/6000000006000150630
iHOT 爱旅行,http://18.162.122.10:5000/itv/wasusyt/6000000006000250630
iHOT 爱奇谈,http://18.162.122.10:5000/itv/wasusyt/6000000006000270630
iHOT 爱青春,http://18.162.122.10:5000/itv/wasusyt/6000000006000100630
iHOT 爱赛车,http://18.162.122.10:5000/itv/wasusyt/6000000006000240630
iHOT 爱体育,http://18.162.122.10:5000/itv/wasusyt/6000000006000290630
iHOT 爱玩具,http://18.162.122.10:5000/itv/wasusyt/6000000006000220630
iHOT 爱喜剧,http://18.162.122.10:5000/itv/wasusyt/6000000006000010630
iHOT 爱悬疑,http://18.162.122.10:5000/itv/wasusyt/6000000006000050630
iHOT 爱幼教,http://18.162.122.10:5000/itv/wasusyt/6000000006000180630
iHOT 爱院线,http://18.162.122.10:5000/itv/wasusyt/6000000006000030630
SiTV 动漫秀场,http://18.162.122.10:5000/itv/bestzb/5000000011000031113
SiTV 都市剧场,http://18.162.122.10:5000/itv/bestzb/5000000011000031111
SiTV 法治天地,http://18.162.122.10:5000/itv/bestzb/9001547084732463424
SiTV 欢笑剧场,http://18.162.122.10:5000/itv/bestzb/5000000002000009455
SiTV 欢笑剧场-4K,http://18.162.122.10:5000/itv/bestzb/5000000007000010001
SiTV 金色学堂,http://18.162.122.10:5000/itv/bestzb/5000000010000026105
SiTV 劲爆体育,http://18.162.122.10:5000/itv/bestzb/5000000002000029972
SiTV 乐游,http://18.162.122.10:5000/itv/bestzb/5000000011000031112
SiTV 魅力足球,http://18.162.122.10:5000/itv/bestzb/5000000011000031207
SiTV 七彩戏剧,http://18.162.122.10:5000/itv/bestzb/5000000011000031116
SiTV 生活时尚,http://18.162.122.10:5000/itv/bestzb/5000000002000019634
SiTV 游戏风云,http://18.162.122.10:5000/itv/bestzb/5000000011000031114
NewTV 精品综合,http://18.162.122.10:5000/itv/ystenlive/1000000004000019008
NewTV 精品大剧,http://18.162.122.10:5000/itv/ystenlive/1000000004000013968
NewTV 精品纪录,http://18.162.122.10:5000/itv/ystenlive/1000000004000013730
NewTV 精品体育,http://18.162.122.10:5000/itv/ystenlive/1000000004000014634
NewTV 精品萌宠,http://18.162.122.10:5000/itv/ystenlive/1000000006000032328
NewTV 爱情喜剧,http://18.162.122.10:5000/itv/hnbblive/2000000003000000010
NewTV 超级电视剧,http://18.162.122.10:5000/itv/ystenlive/1000000006000268003
NewTV 超级电影,http://18.162.122.10:5000/itv/ystenlive/1000000003000012426
NewTV 超级体育,http://18.162.122.10:5000/itv/ystenlive/1000000001000009601
NewTV 超级综艺,http://18.162.122.10:5000/itv/ystenlive/1000000006000268002
NewTV 潮妈辣婆,http://18.162.122.10:5000/itv/hnbblive/2000000003000000018
NewTV 东北热剧,http://18.162.122.10:5000/itv/ystenlive/1000000005000266013
NewTV 动作电影,http://18.162.122.10:5000/itv/ystenlive/1000000004000018653
NewTV 古装剧场,http://18.162.122.10:5000/itv/hnbblive/2000000003000000024
NewTV 欢乐剧场,http://18.162.122.10:5000/itv/ystenlive/1000000005000266012
NewTV 家庭剧场,http://18.162.122.10:5000/itv/ystenlive/1000000004000008284
NewTV 金牌综艺,http://18.162.122.10:5000/itv/ystenlive/1000000004000026167
NewTV 惊悚悬疑,http://18.162.122.10:5000/itv/ystenlive/1000000004000024282
NewTV 军旅剧场,http://18.162.122.10:5000/itv/hnbblive/2000000003000000014
NewTV 军事评论,http://18.162.122.10:5000/itv/hnbblive/2000000003000000022
NewTV 魅力潇湘,http://18.162.122.10:5000/itv/ystenlive/1000000001000006197
NewTV 明星大片,http://18.162.122.10:5000/itv/hnbblive/2000000003000000016
NewTV 农业致富,http://18.162.122.10:5000/itv/hnbblive/2000000003000000003
NewTV 武博世界,http://18.162.122.10:5000/itv/hnbblive/2000000003000000007
NewTV 炫舞未来,http://18.162.122.10:5000/itv/ystenlive/1000000001000000515
NewTV 怡伴健康,http://18.162.122.10:5000/itv/ystenlive/1000000005000266011
NewTV 中国功夫,http://18.162.122.10:5000/itv/hnbblive/2000000003000000009
NewTV 东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV 中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV 军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV 军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV 农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV 动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV 家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV 怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV 惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV 明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV 欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV 武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV 海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV 潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV 爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV 精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV 精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV 精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV 超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV 超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV 超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV 超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV 金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV 精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
黑莓电影,http://18.162.122.10:5000/itv/ystenlive/1000000004000019624
黑莓动画,http://18.162.122.10:5000/itv/ystenlive/1000000004000021734
哒啵电竞,http://18.162.122.10:5000/itv/ystenlive/1000000006000032327
哒啵赛事,http://18.162.122.10:5000/itv/ystenlive/1000000001000003775
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
咪咕全民热练,http://18.162.122.10:5000/itv/FifastbLive/3000000020000031315
咪咕全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
音乐轮播,#genre#
好歌不停,http://cfss.cc/cdn/yy/54880976.flv
热舞不断,http://cfss.cc/cdn/yy/22490906.flv
动听漫歌,http://cfss.cc/cdn/dyu/9564766.flv
周董乐台,http://cfss.cc/cdn/dyu/7537296.flv
余娟乐台,http://cfss.cc/cdn/dyu/3186217.flv
音乐抬头,http://cfss.cc/cdn/dyu/8666105.flv
黑糖音乐,http://cfss.cc/cdn/dyu/9560563.flv
音乐小琼,http://cfss.cc/cdn/dyu/8666210.flv
粤语歌姬,http://cfss.cc/cdn/dyu/4728410.flv
老郑音乐,http://cfss.cc/cdn/dyu/8666143.flv
喵喵音乐,http://cfss.cc/cdn/dyu/9568091.flv
女团现场,http://cfss.cc/cdn/dyu/123351.flv
皇冠乐台,http://cfss.cc/cdn/dyu/17732.flv
秋月剪水,http://cfss.cc/cdn/dyu/9588891.flv
音乐石榴,http://cfss.cc/cdn/hy/17091681.flv
阿兰民歌,http://cfss.cc/cdn/hy/22970983.flv
日系乐团,http://cfss.cc/cdn/hy/21241796.flv
杰伦专场,http://cfss.cc/cdn/hy/25703092.flv
奕迅金曲,http://cfss.cc/cdn/hy/21241843.flv
动听音乐,http://cfss.cc/cdn/hy/19439762.flv
精彩现场,http://cfss.cc/cdn/hy/21241817.flv
催眠音乐,http://cfss.cc/cdn/hy/21241811.flv
爵士乐赏,http://cfss.cc/cdn/hy/21241769.flv
华语翻唱,http://cfss.cc/cdn/hy/21241810.flv
虎牙轮播,#genre#
电影_星爷,http://cfss.cc/cdn/hy/11342412.flv
电影_英叔,http://cfss.cc/cdn/hy/11342421.flv
电影_发哥,http://cfss.cc/cdn/hy/11342387.flv
电影_成龙,http://cfss.cc/cdn/hy/11342386.flv
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影_黄渤,http://cfss.cc/cdn/hy/11352876.flv
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_武侠,http://cfss.cc/cdn/hy/11342427.flv
电影_警匪,http://cfss.cc/cdn/hy/11352886.flv
电影_罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影_枪战,http://cfss.cc/cdn/hy/21059579.flv
电影_海盗,http://cfss.cc/cdn/hy/21059595.flv
电影_赛车,http://cfss.cc/cdn/hy/11279247.flv
电影_推荐,http://cfss.cc/cdn/hy/11602041.flv
电影_救援,http://cfss.cc/cdn/hy/21059594.flv
电影_热血,http://cfss.cc/cdn/hy/11352934.flv
电影_盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_港片,http://cfss.cc/cdn/hy/11602043.flv
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影_洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_许冠英,http://cfss.cc/cdn/hy/11601972.flv
电影_刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_小鬼头,http://cfss.cc/cdn/hy/11352963.flv
电影_八点档,http://cfss.cc/cdn/hy/880261.flv
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_女神系列,http://cfss.cc/cdn/hy/11336571.flv
电影_经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影_许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影_高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
搞笑_陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
解说_电影狂人,http://cfss.cc/cdn/hy/18715610.flv
解说_鹿哥电影,http://cfss.cc/cdn/hy/24396360.flv
解说_斌哥漫说,http://cfss.cc/cdn/hy/18632116.flv
解说_续哥说电影,http://cfss.cc/cdn/hy/24396472.flv
解说_小川侃电影,http://cfss.cc/cdn/hy/15870999.flv
解说_阿钙扒瞎,http://cfss.cc/cdn/hy/15978172.flv
解说_阿良说剧,http://cfss.cc/cdn/hy/20488841.flv
解说_鱼丸电影,http://cfss.cc/cdn/hy/16615910.flv
解说_阿斗说电影,http://cfss.cc/cdn/hy/13303478.flv
解说_扁豆看电影,http://cfss.cc/cdn/hy/16028551.flv
